uuid,Last Credentialed Scan,repository,operatingSystem,pluginID,pluginName,firstSeen,lastSeen,sourcetype,Level,cve
10000asas0000324,1/28/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/20/2022,1/28/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000325,1/12/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000326,1/20/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),12/8/2020,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000327,2022-01-18 2022-01-25,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000328,1/25/2022,Network Equipment,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000329,1/5/2022,Workstations,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),12/8/2020,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000330,1/26/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/7/2022,1/26/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000331,1/20/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/31/2022,1/31/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000332,1/25/2022,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000333,1/19/2022,Servers,Linux Kernel 4.18.0-348.el8.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/28/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000334,1/13/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000335,1/5/2022,Servers,Linux Kernel 4.14.35-2047.510.4.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000336,1/5/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/12/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000337,1/11/2022,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Low,CVE-0000-0000
10000asas0000338,1/12/2022,Network Equipment,Linux Kernel 5.4.17-2136.302.6.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 8 : java-11-openjdk (ELSA-2022-0185),1/19/2022,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000339,1/12/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Security Updates for Microsoft Word Products (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000340,1/19/2022,Workstations,Linux Kernel 3.10.0-1160.36.2.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/11/2022,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000341,1/31/2022,Workstations,Linux Kernel 4.14.35-2047.500.9.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/31/2022,1/31/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000342,1/4/2022,Servers,Mac OS X 12.0.1,1230123,Microsoft Windows Codecs Library RCE (January 2022),12/20/2021,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000343,1/7/2022,Servers,Mac OS X 12.0.1,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/7/2022,1/26/2022,vulnerability:open,Medium,CVE-0000-0000
10000asas0000344,1/13/2022,Servers,Mac OS X 11.6,1230123,Microsoft Windows Codecs Library RCE (January 2022),11/13/2021,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000345,1/14/2022,Servers,Mac OS X 12.0.1,1230123,Security Updates for Microsoft Word Products (January 2022),1/7/2022,1/26/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000346,1/3/2022,Servers,Microsoft Windows 10 Enterprise,1230123,Windows Speculative Execution Configuration Check,1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000347,1/25/2022,Servers,Mac OS X 12.1,1230123,Google Chrome < 97.0.4692.99 Multiple Vulnerabilities,1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000348,1/12/2022,Workstations,Mac OS X 12.1,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/12/2022,1/24/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000349,1/12/2022,Workstations,Mac OS X 10.15.7,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/12/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000350,1/19/2022,Workstations,Mac OS X 12.0.1,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000351,1/13/2022,Workstations,Mac OS X 12.0.1,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),12/15/2021,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000352,1/11/2022,Workstations,Mac OS X 11.4,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000353,1/27/2022,Workstations,Mac OS X 12.1,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),12/15/2021,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000354,1/5/2022,Workstations,Mac OS X 12.0.1,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/28/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000355,1/17/2022,Workstations,Mac OS X 11.6.2,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/12/2022,1/24/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000356,1/20/2022,Workstations,Mac OS X 12.1,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),11/13/2021,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000357,1/11/2022,Workstations,Mac OS X 11.6.2,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000358,1/20/2022,Workstations,Mac OS X 12.1,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),12/15/2021,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000359,1/28/2022,Workstations,Mac OS X 12.0.1,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/19/2022,1/28/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000360,1/5/2022,Workstations,Mac OS X 10.15.7,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/19/2022,1/26/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000361,1/27/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/20/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000362,1/18/2022,Workstations,Linux Kernel 4.14.35-2047.510.4.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000363,1/4/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000364,1/4/2022,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,Low,CVE-0000-0000
10000asas0000365,1/26/2022,Workstations,Linux Kernel 5.4.17-2136.302.6.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/19/2022,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000366,1/13/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/20/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000367,1/18/2022,Workstations,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 8 : java-11-openjdk (ELSA-2022-0185),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000368,1/18/2022,Workstations,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Microsoft Windows Codecs Library RCE (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000369,1/11/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Windows Speculative Execution Configuration Check,1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000370,1/12/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Security Updates for Microsoft Word Products (January 2022),1/11/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000371,1/4/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/11/2022,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000372,1/26/2022,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),12/20/2021,1/26/2022,vulnerability:remediated,Low,CVE-0000-0000
10000asas0000373,1/11/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/11/2022,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000374,1/20/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000375,1/28/2022,Workstations,Microsoft Windows Server 2012 R2 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/21/2022,1/28/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000376,1/5/2022,Workstations,Microsoft Windows Server 2012 R2 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Low,CVE-0000-0000
10000asas0000377,1/10/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000378,1/19/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000379,1/18/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000380,1/11/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000381,1/18/2022,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),12/15/2021,1/18/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000382,1/14/2022,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),12/22/2021,1/14/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000383,1/26/2022,Workstations,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000384,1/12/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),10/29/2021,1/19/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000385,1/5/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),10/29/2021,1/19/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000386,1/19/2022,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),10/29/2021,1/19/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000387,1/11/2022,Workstations,Linux Kernel 4.18.0-348.el8.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/3/2022,1/11/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000388,1/26/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 8 : java-11-openjdk (ELSA-2022-0185),1/26/2022,1/26/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000389,1/3/2022,Network Equipment,Linux Kernel 4.14.35-2047.510.4.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Microsoft Edge (Chromium) < 97.0.1072.69 Multiple Vulnerabilities,1/3/2022,1/11/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000390,1/5/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Security Updates for Microsoft Word Products (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000391,1/19/2022,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Microsoft Windows Codecs Library RCE (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000392,1/26/2022,Workstations,Linux Kernel 5.4.17-2136.302.6.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000393,1/3/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/10/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000394,1/3/2022,Servers,Mac OS X 12.0.1,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000395,2022-01-18 2022-01-25,Servers,Mac OS X 12.0.1,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/10/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000396,1/19/2022,Servers,Mac OS X 11.6,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/26/2022,1/26/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000397,1/25/2022,Workstations,Mac OS X 12.0.1,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000398,1/18/2022,Workstations,Microsoft Windows 10 Enterprise,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000399,1/10/2022,Network Equipment,Mac OS X 12.1,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000400,1/10/2022,Workstations,Mac OS X 12.1,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/10/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000401,1/5/2022,Workstations,Mac OS X 10.15.7,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/26/2022,1/26/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000402,1/12/2022,Workstations,Mac OS X 12.0.1,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/26/2022,1/26/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000403,1/12/2022,Servers,Mac OS X 12.0.1,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000404,1/25/2022,Servers,Mac OS X 11.4,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),12/30/2021,1/25/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000405,2022-01-04 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Mac OS X 12.1,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000406,2022-01-04 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Mac OS X 12.0.1,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),12/30/2021,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000407,2022-01-04 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Mac OS X 11.6.2,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/27/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000408,2022-01-04 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Mac OS X 12.1,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000409,2022-01-04 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Mac OS X 11.6.2,1230123,Oracle Linux 8 : java-11-openjdk (ELSA-2022-0185),1/27/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000410,2022-01-04 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Mac OS X 12.1,1230123,Security Updates for Microsoft Word Products (January 2022),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000411,2022-01-04 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Mac OS X 12.0.1,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Medium,CVE-0000-0000
10000asas0000412,2022-01-04 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Mac OS X 10.15.7,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000413,2022-01-04 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2016 Datacenter,1230123,Security Updates for Microsoft Word Products (January 2022),1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000414,2022-01-04 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2016 Datacenter,1230123,Microsoft Edge (Chromium) < 97.0.1072.69 Multiple Vulnerabilities,1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000415,2022-01-04 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2012 R2 Standard,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Medium,CVE-0000-0000
